2017-12-08 20:25:33,52.615
2017-12-08 20:25:34,51.54
2017-12-08 20:25:35,50.464
2017-12-08 20:25:36,49.925
2017-12-08 20:25:37,49.388
2017-12-08 20:25:38,49.388
2017-12-08 20:25:39,49.388
2017-12-08 20:25:40,49.388
2017-12-08 20:25:41,49.925
2017-12-08 20:25:42,49.388
2017-12-08 20:25:43,49.388
2017-12-08 20:25:44,49.388
2017-12-08 20:25:45,48.85
2017-12-08 20:25:46,49.388
2017-12-08 20:25:47,49.388
2017-12-08 20:25:48,48.85
2017-12-08 20:25:49,49.388
2017-12-08 20:25:50,49.388
2017-12-08 20:25:51,48.312
2017-12-08 20:25:52,48.312
2017-12-08 20:25:53,48.312
2017-12-08 20:25:54,49.388
2017-12-08 20:25:55,48.312
2017-12-08 20:25:56,48.85
2017-12-08 20:25:57,49.388
2017-12-08 20:25:58,48.312
2017-12-08 20:25:59,48.85
2017-12-08 20:26:00,49.388
2017-12-08 20:26:47,51.002
2017-12-08 20:26:48,50.464
2017-12-08 20:26:50,51.002
2017-12-08 20:26:51,50.464
2017-12-08 20:26:53,50.464
2017-12-08 20:26:55,50.464
2017-12-08 20:26:56,50.464
2017-12-08 20:26:58,50.464
2017-12-08 20:26:59,50.464
2017-12-08 20:27:01,50.464
2017-12-08 20:27:03,50.464
2017-12-08 20:27:04,50.464
2017-12-08 20:27:06,50.464
2017-12-08 20:27:07,51.002
2017-12-08 20:27:09,49.925
2017-12-08 20:27:10,50.464
2017-12-08 20:27:12,51.54
2017-12-08 20:27:13,51.002
2017-12-08 20:27:15,50.464
2017-12-08 20:27:16,51.002
2017-12-08 20:27:18,51.002
2017-12-08 20:27:20,50.464
2017-12-08 20:27:21,50.464
2017-12-08 20:27:23,51.002
2017-12-08 20:27:24,50.464
2017-12-08 20:27:26,51.002
2017-12-08 20:27:27,51.002
2017-12-08 20:27:29,51.54
2017-12-08 20:27:30,51.002
2017-12-08 20:27:48,52.615
2017-12-08 20:27:49,51.54
2017-12-08 20:27:50,50.464
2017-12-08 20:27:51,50.464
2017-12-08 20:27:52,49.925
2017-12-08 20:27:53,50.464
2017-12-08 20:27:54,49.925
2017-12-08 20:27:55,49.925
2017-12-08 20:27:56,49.925
2017-12-08 20:27:57,49.388
2017-12-08 20:27:58,49.388
2017-12-08 20:27:59,49.388
2017-12-08 20:28:00,49.388
2017-12-08 20:28:01,49.388
2017-12-08 20:28:02,49.388
2017-12-08 20:28:03,49.388
2017-12-08 20:28:04,49.388
2017-12-08 20:28:05,49.925
2017-12-08 20:28:06,49.388
2017-12-08 20:28:07,49.388
2017-12-08 20:28:08,48.85
2017-12-08 20:28:09,49.388
2017-12-08 20:28:10,49.388
2017-12-08 20:28:11,48.85
2017-12-08 20:28:12,48.85
2017-12-08 20:28:13,48.312
2017-12-08 20:28:14,49.388
2017-12-08 20:28:15,48.85
2017-12-08 20:28:16,49.388
2017-12-08 20:28:17,49.388
2017-12-08 20:28:18,49.388
2017-12-08 20:28:19,49.388
2017-12-08 20:28:20,49.388
2017-12-08 20:28:21,49.388
2017-12-08 20:28:22,48.312
2017-12-08 20:28:23,48.312
2017-12-08 20:28:24,48.312
2017-12-08 20:28:25,48.85
2017-12-08 20:28:26,48.312
2017-12-08 20:28:27,48.312
2017-12-08 20:28:28,48.312
2017-12-08 20:28:29,48.312
2017-12-08 20:28:30,48.312
2017-12-08 20:28:31,48.85
2017-12-08 20:28:32,48.312
2017-12-08 20:28:33,48.312
2017-12-08 20:28:34,48.312
2017-12-08 20:28:35,48.85
2017-12-08 20:28:36,48.312
2017-12-08 20:28:37,48.312
2017-12-08 20:28:38,48.312
2017-12-08 20:28:39,48.312
2017-12-08 20:28:40,48.312
2017-12-08 20:28:41,48.312
2017-12-08 20:28:42,48.85
2017-12-08 20:28:43,47.774
2017-12-08 20:28:44,48.312
2017-12-08 20:28:45,48.312
2017-12-08 20:28:46,47.774
2017-12-08 20:28:47,47.774
2017-12-08 20:28:48,48.312
2017-12-08 20:28:49,48.312
2017-12-08 20:28:50,48.312
2017-12-08 20:28:51,48.312
2017-12-08 20:28:52,48.312
2017-12-08 20:28:53,48.312
2017-12-08 20:28:54,48.312
2017-12-08 20:28:55,47.774
2017-12-08 20:28:56,47.774
2017-12-08 20:28:57,48.312
2017-12-08 20:28:58,47.774
2017-12-08 20:28:59,48.312
2017-12-08 20:29:00,48.312
2017-12-08 20:29:01,47.774
2017-12-08 20:29:02,48.85
2017-12-08 20:29:03,48.312
2017-12-08 20:29:04,48.85
2017-12-08 20:29:05,47.774
2017-12-08 20:29:06,48.312
2017-12-08 20:29:07,48.312
